,comment
2695,南翔，你能不能做一次珍泉印泥我们小组想用你的资料做汇报
2696,此生第一次抢到博主前排，抽泣～抽泣～
2697,南翔终于不做菜了，这是从饮食界向文化界发展了吗[思考]
2698,南翔的众多好朋友呢
2699,66666666
2700,好家伙
2701,我以为今天你吃墨[脱单doge][脱单doge][脱单doge]
2702,湖笔和端砚啥时候也安排上[脱单doge][脱单doge][脱单doge]
2703,等会儿，我记得我关注的好像是个美食区的阿婆主啊？难道我跑错频道了？认真再看一眼，是我关注的阿婆主本人，好吧，不管了，继续看吧！[辣眼睛]
2704,我差点以为南翔在做栗子羹
2705,好家伙，为了这块墨，你差点成历史。
2706,又是破产的一天
2707,木犀煮泉漱寒齿，残滴更将添砚水。
2708,子规乡里桐花烟，浣花溪头琼叶纸。
2709,失传区up，牛逼，看见你忍不住投币
2710,笔墨纸砚都要来一遍吗！太励志了！
2711,[脱单doge]看你今天这么辛苦，不白嫖
2712,哇，烫嘴
2713,炼丹炼丹。 南翔不炼丹对不起粉的催促哇[星星眼][星星眼][星星眼][星星眼][星星眼][星星眼]
2714,南翔没朋友了！
2715,大家关注我[脱单doge][脱单doge]
2716,这次没有朋友了吗
2717,《知名美食UP主》
2718,旁边的印用的是龙泉印尼吧[热]
2719,该练一下字[doge]
2720,升华绝了[打call]
2721,这个题材好，很有意义[鼓掌]
2722,下次能不能做蝲蛄豆腐啊，把荤菜做成豆腐[doge]
2723,美食区up主[脱单doge]
2724,才五分钟啊
2725,别当美食区何武器
2726,7分钟还好
2727,关键这个也不难，你们也来试试吧
2728,曾经我以为南翔只是个做饭的[doge]
2729,这次南翔的朋友们呢[doge]诶嘿
2730,可好吃了，我吃过，好评，你们可以试逝
2731,不投币不好意思看下去
2732,南翔出品，不是费钱，就是费肝，费朋友，费命
2733,很难想象第一个发明这东西的人到底是怎么想的
2734,[拜年纪2022_摸鱼]
2735,能吃吗[doge]
2736,好耶！温温的！
2737,能吃吗[doge]
2738,好耶！温温的！
2739,弄这玩意真要命
2740,直到他写字我还以为这个墨能吃。。。
2741,不能吃？溜了溜了溜了
2742,我记得你是美食区的呀
2743,关键是这做法也不难，你们都学会了吗[doge]
2744,我出息了，五分钟
2745,我想知道那幅毛笔字写了多少次[doge][doge]
2746,能吃吗？
2747,省流：南翔没朋友了[doge]
2748,前两个币
2749,《美食区博主》
2750,这样的匠心，诚心真的值得被流传
2751,[doge]好吧就剩一个币了给你
2752,4分钟前[委屈]有人看到吗，我因为一些遭遇，现在已经一天没有吃东西了，哪位陌生人能管我一顿饭吗，拜托了，真的不知道怎么办了，在此感谢[爱心]
2753,不能吃做这个干什么，我是来看吃的[tv_doge]
2754,你几天没睡了啊南翔
2755,所以南翔你为什么不叫朋友来帮忙?
2756,能吃吗？
2757,不愧是你
2758,五分钟，热热还能吃
2759,居然没有压迫朋友！！！南翔的朋友终于用完了吗[吃瓜]
2760,快去找朋友试吃[doge]
2761,越来越不做饭吃了
2762,这不是茶油嘛
2763,南翔做东西废命废钱废朋友[doge]
2764,国外奢侈品：费钱
2765,国内奢侈品：废命
2766,[热词系列_秀]
2767,有人吗？
2768,[吃瓜][吃瓜]
2769,师傅你是做什么工作的？
2770,难得来这么早，竟然没有骚话可以说[捂眼][捂眼]
2771,他已经不屑于做吃的了[doge]
2772,up这次的简介好用心啊[doge]
2773,居然要自己等几天几夜，没有朋友了吗？[热词系列_知识增加]
2774,[热词系列_三连]
2775,我太快啦[妙啊]
2776,你朋友没有来帮忙吗[脱单doge]
2777,[吃瓜]
2778,《美食区》
2779,[吃瓜]
2780,《美食区》
2781,终于，南翔失去了他的朋友的帮助[脱单doge]
2782,果真不爱吃饭[嗑瓜子]
2783,刚刚！！
2784,有人和我一样第一眼看封面看到显卡了吗
2785,果然不爱吃饭[doge]
2786,好吃吗？
2787,费人
2788,我的这个比龙泉印
2789,[脱单doge]
2790,盲猜朋友特别更“多”了
2791,没朋友帮忙吗？[doge]
2792,[三星堆]
2793,刚刚
2794,我挺好奇，南翔能不能复刻裁决之时？[doge][doge]
2795,和龙泉印泥比比效果？
2796,老婆好
2797,第一次赶上热乎的[打call][打call][打call]
2798,好家伙，两分钟一百赞七个收藏
2799,刚训练完就看到南翔更新了[doge]
2800,[热词系列_热乎]
2801,按照田忌赛马的方法，上流的up就应该配下流的我[脱单doge]
2802,我要上置顶
2803,每次看到这种古代的好东西被复刻出来就有一种隐隐的自豪[给心心]古人真的很智慧
2804,逐渐忘记你是一个美食up[doge]
2805,这不是一块普通的泥，这是王维诗里的泥[doge]
2806,芜湖~
2807,刚刚！
2808,刚刚！
2809,[doge][doge]
2810,[doge][doge][doge]
2811,刚刚
2812,2分钟
2813,第一个三联
2814,出息了，刚刚！
2815,来了，来了
2816,[打call]
2817,刚刚[脱单doge]
2818,高只因感[脱单doge]
2819,刚刚[脱单doge]
2820,高只因感[脱单doge]
2821,[doge][doge]
2822,[打call]
2823,[doge][doge]
2824,剛剛
2825,刚刚
2826,刚刚[脱单doge]
2827,两分钟就是我。
2828,[doge][doge][doge][doge]
2829,我抢到了
2830,来啦！！！
2831,我超热乎
2832,刚刚！
2833,一分钟!
2834,这怎么着也是个 制墨仙人[脱单doge]
2835,粉路特斯就是图个吉利[笑而不语]
2836,新年快乐[锦鲤附体]
2837,转发微博
2838,抽奖抽奖[哈哈][哈哈]
2839,新年好，感觉好像是我！
2840,感觉中不了[允悲]
2841,让我中一次吧，陪跑无数次[航天员]
2842,[哆啦A梦吃惊]
2843,[求饶][求饶][求饶][求饶][求饶]
2844,[鲜花]
2845,试试
2846,[太开心][太开心][太开心][打call][打call]新年快乐
2847,抽奖！
2848,新年快乐 中奖的可能是我 [求饶]
2849,牛气
2850,排面
2851,看着怎么可可爱爱的感觉
2852,[憧憬]
2853,[彩虹屁][彩虹屁][彩虹屁]中
2854,重在参与
2855,都是文化人，中个文房四宝不过分吧[吃瓜]
2856,抽???我
2857,帅 新年快乐
2858,试试[二哈]
2859,我是天选之人[打call]
2860,分母
2861,[嘻嘻][嘻嘻]
2862,我是学生，送我[二哈]
2863,[色][色][色]文房四宝啊，我老婆最爱了
2864,梁总该中一次了[笑cry]
2865,文房四宝不错[good]
2866,[允悲]有没有运气来一点
2867,我想重新拿起笔练字[嘻嘻][嘻嘻]
2868,[污][污]
2869,[允悲]我也是中不了
2870,梁总新年快乐
2871,试试
2872,666
2873,好高级
2874,提前谢谢梁哥的新年礼物??[doge]
2875,能中奖吗
2876,[航天員]新年第一个愿望????
2877,这是什么神仙粉丝[doge][doge][doge]
2878,[鼓掌]
2879,讲究[打call]
2880,中了[doge]
2881,好别致
2882,111
2883,讲究[good]
2884,新年快乐梁哥[心]
2885,[打call][打call][打call]这个粉丝好给力 新年快乐
2886,钢笔[色]
2887,文房四宝[good]
2888,新年快乐
2889,感觉自己很久没写过毛笔字了[doge]
2890,有心了[鼓掌][鼓掌][鼓掌]
2891,这玩意儿好帅！！！心动心动！！！！
2892,我有预感[馋嘴]
2893,大展宏兔[doge]
2894,[2023]
2895,喜欢这种传统的物件[作揖]
2896,[赞][赞][赞]
2897,药！
2898,@wz5084  期待
2899,来了[doge]
2900,我来了
2901,我也来参与一下[求饶]
2902,晚了[二哈][二哈][二哈]
2903,新年快乐！这个我喜欢[打call][打call][打call][锦鲤附体][锦鲤附体][锦鲤附体]
2904,看起来好精致啊[憧憬]
2905,新年红包??
2906,新年好呀
2907,爱了
2908,南翔回我有朋友[doge]
2909,??：居然有人对我的腋毛感兴趣，好变态，但我好喜欢[doge]
2910,被怼那里笑死[嘻嘻]
2911,你真的不爱吃饭了么？转文化产业了[笑cry]
2912,？快，炫我嘴里。
2913,恩 我看完了 不要哭[666]
2914,我听说苏绣也挺好[笑而不语][笑而不语][笑而不语][笑而不语]南翔啊[笑而不语][笑而不语]咱们要不要试一试呢[笑而不语][笑而不语]
2915,下期做烤全羊吧
2916,南翔下次挑战双面绣吧[doge][doge][doge]
2917,这只羊不会是你下段视频的主角吧[二哈]
2918,博主什么时候考虑刺绣，坐等[doge][doge][doge]
2919,南南，那只??有没有后续呀[憧憬]
2920,美食博主变成手工艺博主了[doge]
2921,居然没翻车[哈哈]
2922,传统文化传承人
2923,吃羊肉我可以
2924,南翔你可以用自己头发做毛笔
2925,牛X！必须点赞啊！！！[good][good]
2926,薅羊毛有了，以后是不是还有割韭菜[doge][害羞]
2927,要不抽个奖吧，估计很多粉丝都愿意替你解决羊的问题[二哈]
2928,[哆啦A梦吃惊][哆啦A梦吃惊][哆啦A梦吃惊]
2929,来看美食博主不务正业
2930,[作揖][作揖][作揖]以后你可以写一本书，把所有这些经历和制作过程都写下来[赞][赞][赞]铁定赚钱??[666][666][666]
2931,转发微博
2932,烤全羊吧[馋嘴]
2933,微博虽迟必到[并不简单][作揖]
2934,这次又花费了多少精力了呢？[哈哈][哈哈]
2935,不好歹写几个[允悲]
2936,我是学生 送给我[抱一抱]
2937,帅哥，你厨艺那么好，咱们交个朋友吧[财源滚滚][年年有余][兔年红包][2023][团圆兔][鞭炮声声][兔兔拜年][锦鲤附体][送花花][流浪地球2]
2938,人民币博主[开学季]
2939,烤全羊
2940,高低不得写两个字啊
2941,羊肉火锅
2942,看到最后还以为能写几个字来着[允悲][允悲][允悲]
2943,那么这只羊……[doge]
2944,九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！九龙至尊鼎！
2945,哈哈啊哈 又是破产的一天
2946,[哈哈][哈哈][哈哈][哈哈]
2947,做一回生漆吧你可以的
2948,乐于助人的我很乐意帮你解决这头羊
2949,吃羊肉[打call]
2950,你这算不务正业么？[笑cry][笑cry][笑cry]
2951,真好，南翔视频的价值不止于吃喝。
2952,还是羊肉火锅好吃[可爱][可爱][可爱]
2953,这不这俩字瞧瞧[嘻嘻]
2954,南翔牛??！
2955,养个几十年再出一期清风灌顶
2956,放羊娃[嘻嘻]
2957,男老婆打卡[doge]
2958,下次请朋友烤全羊[哈哈]
2959,手艺越来越精
2960,你怎么什么都会呢??[锦鲤附体][桃花]
2961,要不下次整个四川的红豆腐乳吧，冬天来了想吃这个
2962,那我勉为其难收了那只羊吧[doge][doge]
2963,羊：你要挑战8分钟嘎我吗？
2964,想薅羊毛的南翔被薅羊毛了
2965,竟然没翻车！！！[doge]
2966,最喜欢后面的文字升华
2967,下期请粉丝吃全羊宴[笑而不语]
2968,要不直接买支笔来拆开了，再装[笑而不语]
2969,看到羊??怼南翔那里真的[笑cry]，看到后面以后是真的震撼，原来一支毛笔也有那么多工序，[跪了][跪了]
2970,[哈哈][哈哈][哈哈]
2971,烤全羊，安排
2972,想要一支
2973,下期素材不就有了，羊肉的多种做法！
2974,结束的猝不及防  以为会写个毛笔字作为结束
2975,饿了我连羊毛??都吃[二哈]
2976,需要朋友么[doge]
2977,前排
2978,烤全羊好吃
2979,[good][good]
2980,？？？养羊可以的[doge]为什么没有羊厂呢
2981,我来的好早啊[打call][打call]
2982,薅羊毛！？烤全羊？[允悲]羊:我谢谢你嘞
2983,确认了，喂的是竹子[偷笑]
2984,哎嘿嘿嘿 http://t.cn/A69lbOMX
2985,最后第二支看起来是支好笔!
2986,看完了[good]
2987,毛不易？？！！
2988,第一个能让我点赞的博主??
2989,我觉得南翔穿越回古代绝对饿不着
2990,你上了我们学校的广播站[doge][doge][doge][doge][doge][doge][doge][doge]
2991,认真学穿回古代种田文里能用上的技能
2992,声音好听[憧憬]
2993,不写两个字看看？字丑？[doge]
2994,翔，你为啥啥都能做出来，你好厉害唉。[可怜]
2995,为啥不做饭了？好久没翻车了…
2996,为什么你每次制作总是要钱或要命？
2997,好家伙，现在美食区这么卷了吗[允悲]
2998,薅羊毛姿势不对，应该用二字钳羊马。
2999,咱们不能直接买一支笔，然后再装进去，然后再重新装进去不就
3000,别人是遛狗，你是遛羊[允悲][允悲]
3001,书法爱好者再次沸腾，谁建议你做哒，赞一个[赞啊][给力]
3002,你不是美食博主吗？
3003,这只羊不会是你下期视频的主角吧
3004,你跟小雨姑姑什么时候在一起？
3005,去练市了吗，吃红烧羊茭头了吗，红烧小羊肉也好吃，热一盅黄酒，下雪都不怕了！
3006,[doge]话说南翔一开始不是做饭的吗？
3007,[鲜花]
3008,以为关注的是美食博主[666]
3009,下期做一羊多吃
3010,[哈哈][哈哈]
3011,这是要挑战十项全能了吗？[笑cry][笑cry]
3012,赫哲族的鱼皮画你试试，不贵，真的
3013,羊：你挠我胳肢窝干嘛！！
3014,[笑而不语][笑而不语][笑而不语]
3015,[赞啊][赞啊][赞啊]
3016,[好喜欢]
3017,[话筒][话筒]
3018,[鼓掌][鼓掌]
3019,#传承# 【90后守护传承千年宣纸制作工艺[赞]】宣纸产于安徽泾县，是中国传统的古典书画用纸，文房四宝之一。
3020,[爱你]
3021,[话筒][话筒]
3022,[赞][赞][赞]
3023,[鼓掌][鼓掌][鼓掌]
3024,[鲜花]
3025,共同关注[话筒][话筒]
3026,关注[话筒][话筒]
3027,[话筒][话筒]
3028,[话筒]
3029,[话筒][话筒][话筒]
3030,关注
3031,??
3032,[爱你]
3033,[赢牛奶]
3034,[话筒]
3035,[爱你]
3036,[爱你]
3037,[喜]??[挤眼][飞机]
3038,[作揖][月亮][good][鼓掌]
3039,[ok][嘻嘻][给力][心]
3040,[话筒]
3041,[话筒]
3042,[爱你][爱你]
3043,[话筒][话筒]
3044,南翔回我有朋友[doge]
3045,??：居然有人对我的腋毛感兴趣，好变态，但我好喜欢[doge]
3046,被怼那里笑死[嘻嘻]
3047,你真的不爱吃饭了么？转文化产业了[笑cry]
3048,？快，炫我嘴里。
